ReferenceID;StartDate;CategoryID;CategoryGroupID;SellerTypeID;SellerMemberID;EndDate;ListingTypeID;IsRelist;IsLiveOnSite;NoOfPhotos;StartPrice
0x42AC20B674DA54893FF7C5A3688FE8CF179E041F;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;20;38,7
0xAE474F70579FEB80070ECF1A92BDFF69D3751451;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;20;3,3
0x295341BDE16F8DEA77A252529D9801E8440C8E19;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;20;61,5
0x0953937F3067EBBD33AB60EA628774F4C189F2D3;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;20;97,3
0x515F3242295C5D9D9C0EF2B18DB19EBDB080696A;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;20;54,5
0xEA948C538167AD3264B768D4C962683E38068045;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;20;89
0x9600894144EA6EF308CF7A58EBD73CA879313B51;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;20;15,1
0x0D8F10C84DD86FF3EE9D87F1CBB20E05773AF0FA;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;4;32,9
0x0C96CED7DFB8587A46F53F585F1484660A63EBB3;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;4;92,1
0xA26C6FDB72C4EAC357226BB8FDA22BB04A4BE3CC;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;54,9
0x09ECFB8FD596E96397215E018BBD28E5FD4D72ED;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;28,7
0x239DCBA67402C903ED86C5DD9FE96E33DC48B54B;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;5;55,4
0x526E85E989505B9AD6AA3036DD98891D551E0D54;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;5;79,6
0x807A002C5B2B298F6B4459F21EEF95E6C59FAE9B;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;6;14,5
0x7630778081F127FA0505DAA8B09E7AE494F5047E;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;6;1,5
0xCA9A1ECA90998694C9C67D6F2A35CE390F841763;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;6;62,6
0x022BC1B46B591E13B9779E489ECBE30298EAD6BD;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;6;29,8
0x2E9359A6DA3592A8501A86D264A15F4F4F08DF8A;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;6;47,4
0xEB604B9AAA8FEAAE168022B8B5ED1FB0B5C5A737;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;10;55,9
0xFBBD854E2D545C79A7B563469A0A5B0F719D5AF7;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;10;56,4
0xCB9633A411F1839B8C41CA42FB8FCA03FF7A4C8A;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;10;64
0x63CCA19FF335AC6F4020143C71AE27331AE0DEE1;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;13,7
0xA4FA2C002A50A96CC056A90D7A8D323F1C3BEA66;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;67,4
0xE6C81EFCFA11984D58847D71B1E02B4CB9381DFC;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;84,6
0x8BA18DE9AD8D1CB26638AFD2ACDCF820733FDB10;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;27,6
0x85E78FB5A42C1A7D85BD7A8806215E6647193EF7;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;32,2
0xD30EA7D1F26F2262CF090AF02EC2804275F5615E;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;28,7
0x8B1BE4F82FDC5004913AC7DE13C774BF681AB3C4;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;29,3
0xD48EC5441B582D2BEF84F0E162DBC7F7C57FBE97;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;68,9
0xFA627B5258281EA922CA9644FE798A59DEEDE456;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;100,4
0x8178BFF4DCA3EB21DCE1516721366376242D991D;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;9;8,1
0xA2D2E5E39486D3358E8FCE66DE27963D316D5BB7;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;9;100,5
0x629F266BB470D66254691FEB41CACA26F843235D;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;9;62,6
0xED6924B8AFD9BEDD3B9B04879E4214F317EBEAD7;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;9;57
0x6B4ADFCB241A83FA2E2CBEA6438212BA8E891B6A;20161101;9888;8277;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;9;92,3
0x8FA6DF842896663737C9A586AD816FF5266E9F2C;20161101;29;237;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;98,5
0x8788191379F05AD29F769E715F8E8D22D3943963;20161101;29;237;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;75,1
0x349A74956E6359FF070081523127859BE9D035E7;20161101;29;237;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;8,4
0xA5168B0322450CF26DABBBE9220762CC0D19E96A;20161101;29;237;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;15,7
0x76C1ACCF1A0641F0B7434282BD345D3192E6C6DC;20161101;29;237;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;25,7
0x09CCF13A43003591CCE7F806D4E8A243B31A0A20;20161101;29;237;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;81,2
0xB3629BEB0C25344815D2176D3BE2970A45763DB1;20161101;3858;5825;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;8;43,7
0xA2EBE651B81C6C12B3A9C5D3F638191F035CA0DF;20161101;3858;5825;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;8;97,5
0xFCEC11D5350F037F1BD698F43394A4CEEBD7A558;20161101;3858;5825;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;8;67,5
0xCE004C9F1C40D59624D020497187CEE2552B3B20;20161101;3858;5825;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;8;45,3
0x9F89F866A03CE77D0FCA4F7CDB196319B583136F;20161101;3858;5825;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;8;66,5
0x3864E2BBA0473F50B0CE69BC51461D5F1EE10781;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;4;38,4
0x4794EFEDED59D440CDEB07BEAF83B286AA5A5AEE;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;4;62
0xBA1A5220B54903EDB79A56F407F1444F400BCDC1;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;4;42,7
0xD411C685A6595AE723F45836D31C7F8CBF154CB4;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;4;48,1
0x41F6D2307F8F5605EFD115756DC4100F981B0785;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;4;58,4
0x79F71D0C22759D950CFCF5D8B831B21DCFDAEDBA;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;4;39,1
0x5D0303487DCE6D6CFE5A5CD409483AED39B6C05F;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;4;100,5
0x21C56ED2D32B7A7D4265518D6D7033623E3C4BF7;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;41,9
0x72233803CCAF8EB749F86DC5AF5BBBEEE4D64CFE;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;41,3
0x80925C657521F09E22FDB18636714A89830FD37F;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;21,6
0x9E2B61A25B91B86DAFB402BBECAA692CB90CA59D;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;35,3
0xB42658D8650A1787DB632C3D83DEB13293C18CB5;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;57
0x4C437B1FD8094D318419A4FFB790CD0CEF6E22C6;20161101;8942;3285;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;7;46,7
0x898A20E7D4F4225295B2DC5D44C9220F44D6F431;20161101;9096;4665;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;6;54,4
0x33CD35068C4E161273BD31C3292E23B639516CA2;20161101;9096;4665;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;6;41,4
0xD5FFD33B94DCC15E78607D1F2EBCE98E8A95E185;20161101;9096;4665;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;6;33,8
0x12A1A5E58E4310C8F2AACE05F77BAB02CC1FC825;20161101;9096;4665;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;6;71,8
0x4C57E00CB758BEADA60C6AC5EEB4F61196BAE59A;20161101;9096;4665;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;5;58,6
0xC0AC03E91E8CD29F9863F1ED1890F086E8855144;20161101;9096;4665;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;5;13,2
0x82628F745D3C8C63B9C26C8D1BF292382D8431C4;20161101;9096;4665;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;5;32,2
0x34101C9C0CCB26DD8BC1339CA2141DB3BF0CDF61;20161101;9096;4665;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;5;68,9
0x2895D9371B953960A71FEAD95634364308CBF920;20161101;9096;4665;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;5;82
0x44B75393DA17C9BD9F18263DA410E0F99F60B25A;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;14;80
0xC179BBF0DE90D6173A85FE83AFF2F3064F4C1F9F;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;14;25,4
0x593B8040EBCD630D6E6BD9385DAC5430E45CAEA9;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;14;17,1
0xC8CFF2CE4A21975EF67F4413EBF824CF6CE8C722;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;14;57
0xAAEC678F78E277E7A5BF4484A816D35B8B142A2D;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;12;21,3
0x0173BD7E60102AC947ABE31D32A49560D73FD734;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;12;98,9
0xB569491A6A5124EBC8747F8A25ADC0F864D5D86E;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;12;25
0x967389071D9B1456314783420C8E552C32A8234C;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;12;20
0x70A9CDA060100077F368B7C833F9D34399390552;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;12;94,5
0x00D4307AE2AE57F9731BCE05715B59874B06430F;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;5;61,9
0x88B875C1AB7EC1E0B90870DAE004DC5BC8CC7349;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;5;95,7
0x34C59ACCA2B9A81FB13670CB2CB58178FB0214B0;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;5;21,9
0xEA3EB824CCF9720775372BC1CC137EE4BD68FECD;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;20,3
0x049C8E0954669EF3F85BCB8B23615CCFEF6CAFF3;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;67,5
0x37689F601D3E75D0A888FF893536BAFA82C47006;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;43
0x7F8CBC7F941A837D85B2960485923263AFCF0069;20161101;9323;7489;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;21,3
0xD0BF2EB0960DC257EBA03118B208D58F3FA5D383;20161101;875;4837;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;10,3
0x61F1F48E4EAF66B7325F9D306E046E2535746A5E;20161101;875;4837;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;45,1
0x3A96FC81C34D5F844450F1B3D921BCDE119C039A;20161101;875;4837;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;35,2
0xA58ABBB309601764586DAB6BCC8FD38EF5A51B27;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;16;54,7
0x2C9D7B2F760BF20EEDDA023D642B29A1F2D4F1BD;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;16;62
0x43142F70BDE00325B444058FE9C9568FC6523BAA;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;16;67,3
0x9D92372E6C26062F39C47E5767193B663C2D411B;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;10;96,1
0xB7995412E9D60CB4BE38A8D425EAD35AB77C51BE;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;10;76,8
0xF4BB7D49391A235DC8FCC700497FA8D147A1E43B;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;10;32,5
0x97902123D75D2C86DDA9232395C0AF2BD6AECEB8;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;9;68,7
0x1814251BC736055DF79C52DAB8B6D75D07EC1919;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;9;86,4
0x42EDC87A3C4864973AF9F3883286C0D6C210A2CF;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;9;52
0x9E743D7D516EA58CCF61E1E68708FC2AAA49B12C;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;9;36,8
0x7C469FEF01C8A0329B494C4F88CCAAF30C9B0524;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;58,2
0x423F3606E8E438F6C0DEA6245190B4B0D6081D2C;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;6,1
0x3E2BC79EC046C27206B000CCE5E30E000D5D59E9;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;14,2
0x26C66E0BE35E44459EE5C25EE046006A5CF67F7D;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;69,2
0x49F6A68F5860B6625E1EF4C464BDD1E993F33EB0;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;98,2
0x3D5B700E54B2572453AC3C86231861AD004C3644;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;86,4
0x8092007E11250EBD6CE38D04BF58ECF738DF93BC;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;91,6
0x18A6D83F96C7E4000094A450614860BBECD04A8B;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;89
0x7772577ED1AF250DB71D6F20F056ACD29AD75567;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;64,3
0x0D7A0E44E4DD8AC34CB3809C6AAE3DA947EF8FF8;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;82,3
0xF54446B84B747F42CA8C897B828050D87EA17267;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;3,4
0xC72FF91239836A4EFC23930660107776968BDDE2;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;13;74,2
0x0768318588E60344EA162CB61CFA90CECB5DB7FA;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;17;82,7
0xAE013E19B25095024AB120F2CF48A2EA167D56A6;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;17;22,5
0x8CD4834D0DC908E7BD95B62222736BA1086B1BAF;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;17;36
0xE1D95200B8ED4E63B4B6A6DA25045EDD7EAEF65C;20161101;8623;7119;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;17;69,9
0x27EB9A6D4C586488D1ABFA04C1F4B134C68EC616;20161101;7143;2462;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;27,7
0x24CFC278B298FA05943724F5007D67DC22CDE26B;20161101;5923;2428;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;94,9
0xE85997808848CB8EA5872769CF292CE2D8EBC65C;20161101;7678;6795;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;11;61,6
0xE6EBB0EE3D663C8AF306D318C4FC0CD2C7C18252;20161101;3750;3589;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;8;19,8
0x922429484AFB3FB9AEA5DA8CA9C1E7792870F911;20161101;7116;2239;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;8;33,7
0x49B55FE1BFC20AE7295B93613A33CFDBF6A0E946;20161101;5923;2428;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;14;86,8
0x6BBCCFEC26F85019085BE105BA046C1F62B92B79;20161101;4906;2470;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;14;6,8
0xC92A34526090FAEC89B0484A6AA1EABFFF9585AF;20161101;7678;6795;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;14;53,6
0x57C993421CF20E5BD3036D81BC383089A2948F0B;20161101;3750;3589;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;3;69,1
0x92814ED74E962578C9E0D89AB92D9F1135B324F8;20161101;68;1979;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;3;14,2
0xBBCB2298A1B1459A0F66A661FC7082150E39E431;20161101;7678;6795;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;3;14,1
0xEAA8F0030EB2C166997E91873333DAC9643D1506;20161101;7116;2239;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;3;84,1
0x0FDBFF23FFAE682EE28F23DF8B69318C88917711;20161101;6063;1897;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;3;25
0xA8E15B682865A50DAB26E9BA005834DA1002DDB3;20161101;6409;3052;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;12;92,6
0xCDA4A7A78192B7DFFCE448E7251EFC52412BDED3;20161101;6409;3052;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;12;46,2
0xD8A55DCF7097F43A22D7BE86859857946CE7340D;20161101;6409;3052;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;12;92,3
0xB2FFCBC7A1276D3EBF2492AC3B7C18A3E489A41B;20161101;6409;3052;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;12;14,8
0xC24BE748C4C501A3952EE31996F402A3E704501D;20161101;6409;3052;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;17;5,6
0xAEFDAEC30C47C407177E7EBEC084E2C05462DF81;20161101;6409;3052;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;17;59,4
0x8CFEF7211FFABFF146D91E8378C3B2EC34CA9A0D;20161101;6409;3052;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;17;94,2
0xEA9EF498D3C176BC80728C4439B6D52D3C4AC9DD;20161101;8222;1870;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;8;77,4
0xE993EA84FDFF383E0A9EE9324E2DDF9E680DA4C5;20161101;8222;1870;4136;0xE8A28ECBAC2B0CF9600C1A3D4E930CB6C7F192F3;20161110;13;0;0;8;14,8
